date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:10	3425/3425	--FM--	200	added ('OK')	text/html		file:///C:/Users/murilo/Desktop/tommyshoes2.html	D:/sites/siteshoes/file/C_/Users/murilo/Desktop/tommyshoes2.html	(from )
22:03:13	1589420/1589420	--FM--	200	added ('OK')	image/jpeg		file:///D:/tenis/volei/tenis%2040/20240301_212255.jpg	D:/sites/siteshoes/file/D_/tenis/volei/tenis%2040/20240301_212255.jpg	(from )
22:03:13	49107/49107	--FM--	200	added ('OK')	image/png		file:///D:/doawloadssss/logo%20da%20nike%20png.png	D:/sites/siteshoes/file/D_/doawloadssss/logo%20da%20nike%20png.png	(from )
22:03:13	11615/11615	--FM--	200	added ('OK')	image/png		file:///D:/doawloadssss/adidas-logo-png-this-image-rendered-as-png-in-other-widths-200px-500px-500.png	D:/sites/siteshoes/file/D_/doawloadssss/adidas-logo-png-this-image-rendered-as-png-in-other-widths-200px-500px-500.png	(from )
22:03:13	185657/185657	--FM--	200	added ('OK')	image/png		file:///D:/doawloadssss/Under_Armour_logo.png	D:/sites/siteshoes/file/D_/doawloadssss/Under_Armour_logo.png	(from )
22:03:14	48390/48390	--FM--	200	added ('OK')	image/png		file:///D:/doawloadssss/7936.T.png	D:/sites/siteshoes/file/D_/doawloadssss/7936.T.png	(from )
22:03:14	2840798/2840798	--FM--	200	added ('OK')	image/jpeg		file:///D:/tenis/futebol/tenis%2011/IMG_20230922_141805906.jpg	D:/sites/siteshoes/file/D_/tenis/futebol/tenis%2011/IMG_20230922_141805906.jpg	(from )
22:03:14	3587563/3587563	--FM--	200	added ('OK')	image/jpeg		file:///D:/tenis/basquete/tenis%209/IMG_20230923_004806754.jpg	D:/sites/siteshoes/file/D_/tenis/basquete/tenis%209/IMG_20230923_004806754.jpg	(from )
22:03:14	5275382/5275382	--FM--	200	added ('OK')	image/jpeg		file:///D:/tenis/corrida/tenis%2032/nike%20mod1.jpg	D:/sites/siteshoes/file/D_/tenis/corrida/tenis%2032/nike%20mod1.jpg	(from )
